,ScheduleTime,Airline,FlightNumber,Destination,AircraftType,FlightType,Sector,SeatCapacity,LoadFactor
882,2022-03-10 05:50:00,UK,1315,YXX,32A,J,CA,172,0.626188104920885
883,2022-03-10 05:20:00,IA,874,DEN,73J,J,US,188,0.6350262831694903
884,2022-03-10 07:10:00,VW,770,YYZ,32N,J,CA,180,0.6063699448918309
885,2022-03-10 07:00:00,SV,1743,BWI,73H,J,US,186,0.5542837909290141
886,2022-03-10 06:20:00,DO,2567,YXU,32N,J,CA,180,0.703216931216931
887,2022-03-10 07:15:00,SV,1564,YYJ,73H,J,CA,186,0.4102843162705634
888,2022-03-10 07:10:00,DO,634,YYJ,321,J,CA,200,0.24539102513602515
889,2022-03-10 07:05:00,CN,510,EST,AT4,J,US,46,0.6490120263066081
890,2022-03-10 07:55:00,DO,700,YZF,32N,J,CA,180,0.33702667305372197
891,2022-03-10 08:45:00,CL,3040,FTL,73H,J,US,189,0.5469190123440671
892,2022-03-10 08:45:00,DO,1043,ZSW,32N,J,CA,180,0.315516257816257
893,2022-03-10 08:15:00,DO,1047,YLL,CR9,J,CA,90,0.2344604300824983
894,2022-03-10 08:45:00,DO,1123,OFF,CR9,J,US,90,0.25735015045247567
895,2022-03-10 07:40:00,CN,551,CKE,AT7,J,US,68,0.4139988464566125
896,2022-03-10 07:50:00,NU,534,UTM,AT7,J,US,48,0.5305538635435125
897,2022-03-10 08:40:00,SH,617,BWI,359,J,US,253,0.17595570348400538
898,2022-03-10 08:35:00,DO,914,KWT,AT7,J,US,70,0.16046713040937674
899,2022-03-10 08:00:00,DO,1061,LAS,321,J,US,200,0.2913551327404418
900,2022-03-10 08:35:00,JZ,817,YHM,320,J,CA,174,0.6170725195180136
901,2022-03-10 08:00:00,SV,1718,YFI,73H,J,CA,186,0.5754123893343723
902,2022-03-10 08:40:00,LJ,2394,YKA,319,J,CA,156,0.6445393795722215
903,2022-03-10 08:25:00,ZY,811,YXC,73H,J,CA,186,0.41234867884271975
904,2022-03-10 09:30:00,DO,644,YXE,CR9,J,CA,90,0.09963489892903347
905,2022-03-10 09:55:00,KU,922,YZF,32A,J,CA,180,0.6628608939569476
906,2022-03-10 09:50:00,PW,1083,YLW,223,J,CA,148,0.7347278756058013
907,2022-03-10 10:25:00,IA,875,DEN,73H,J,US,186,0.6536453573703231
908,2022-03-10 10:05:00,CL,635,BWI,73H,J,US,189,0.7406518139323729
909,2022-03-10 10:40:00,DO,679,YQR,32N,J,CA,180,0.2918524370691035
910,2022-03-10 10:30:00,LW,672,ARB,32Q,C,US,221,0.7534782709593388
911,2022-03-10 11:10:00,CN,525,ONL,AT7,J,US,72,0.5371564955736431
912,2022-03-10 10:30:00,IR,1123,YFI,320,J,CA,180,0.7328329274608717
913,2022-03-10 10:10:00,DO,754,OBT,CR9,J,US,90,0.2858586224163325
914,2022-03-10 10:40:00,ZY,2190,YXU,73H,J,CA,186,0.6993423138886169
915,2022-03-10 12:20:00,DO,973,YYJ,32N,J,CA,180,0.30773763599299114
916,2022-03-10 11:00:00,ZP,800,KEF,32Q,J,IS,192,0.6861763823797199
917,2022-03-10 12:30:00,DO,1057,YKA,32N,J,CA,180,0.3265128140446709
918,2022-03-10 12:25:00,DO,764,AIY,321,J,US,200,0.44033196418202125
919,2022-03-10 12:00:00,DO,915,KWT,AT7,J,US,70,0.17223697560015022
920,2022-03-10 12:25:00,DO,803,EWR,333,J,US,266,0.31892875540768717
921,2022-03-10 12:15:00,DO,985,YXC,CR9,J,CA,90,0.3180814441732285
922,2022-03-10 12:20:00,DO,811,CPH,359,J,DK,300,0.24348856208862793
923,2022-03-10 12:05:00,VW,771,YYZ,320,J,CA,180,0.6651604271313047
924,2022-03-10 13:20:00,DO,682,DEN,32N,J,US,180,0.2725985048901714
925,2022-03-10 12:40:00,DO,1415,DAB,CR9,J,US,90,0.1420265417184021
926,2022-03-10 13:30:00,AY,651,YYG,320,J,CA,174,0.627066478672431
927,2022-03-10 13:40:00,ZT,568,KEF,7M9,J,IS,178,0.572523432298907
928,2022-03-10 13:15:00,LJ,3140,DEN,320,J,US,186,0.6101514517191289
929,2022-03-10 14:10:00,DO,753,HFD,32N,J,US,180,0.2634719609984745
930,2022-03-10 13:05:00,GQ,3125,ASE,73H,J,US,189,0.6571537231534986
931,2022-03-10 14:55:00,DO,1124,OFF,32N,J,US,180,0.3670753978998372
932,2022-03-10 14:45:00,DO,1040,ZSW,CR9,J,CA,90,0.245370267958442
933,2022-03-10 14:15:00,SV,1529,CKE,73H,J,US,186,0.45545657404892875
934,2022-03-10 14:20:00,UK,776,YVR,32A,J,CA,172,0.5437547951047429
935,2022-03-10 13:45:00,RS,839,YXC,73H,J,CA,189,0.4411866805273913
936,2022-03-10 14:00:00,DO,905,CKE,CR9,J,US,90,0.3137279452123993
937,2022-03-10 15:15:00,DO,668,YYZ,32N,J,CA,180,0.4491113516113516
938,2022-03-10 15:05:00,VW,772,YYZ,32A,J,CA,180,0.669161136323099
939,2022-03-10 14:35:00,PW,1117,YLW,319,J,CA,143,0.7360212050263932
940,2022-03-10 15:00:00,CN,526,ONL,AT7,J,US,68,0.6621293645399061
941,2022-03-10 14:50:00,DO,986,YXC,32N,J,CA,180,0.28753422656404715
942,2022-03-10 16:10:00,TN,553,DOH,788,J,QA,254,0.5101578143850252
943,2022-03-10 16:25:00,DO,1385,YXX,32N,J,CA,180,0.3417194805194799
944,2022-03-10 16:55:00,DO,1417,YKF,32N,J,CA,180,0.387237734487734
945,2022-03-10 17:10:00,IR,1124,YFI,320,J,CA,180,0.7092237675286102
946,2022-03-10 17:10:00,CL,3779,YWG,73H,J,CA,189,0.6454132681619275
947,2022-03-10 17:25:00,SV,1579,YXC,73H,J,CA,186,0.4549621717463994
948,2022-03-10 17:40:00,SV,1570,YYJ,73H,J,CA,186,0.45579932787969035
949,2022-03-10 17:40:00,DO,905,CKE,CR9,J,US,90,0.3601494347478422
950,2022-03-10 16:15:00,DO,989,YXC,321,J,CA,200,0.300727302488417
951,2022-03-10 17:05:00,DO,729,LAS,321,J,US,200,0.29153783729044913
952,2022-03-10 17:15:00,CN,516,EST,AT7,J,US,72,0.6849498806939752
953,2022-03-10 18:05:00,DO,705,YQQ,32N,J,CA,180,0.3149756483649928
954,2022-03-10 18:05:00,DO,717,YLL,CR9,J,CA,90,0.3006920153920152
955,2022-03-10 17:55:00,DO,703,YZF,32N,J,CA,180,0.3424676663197157
956,2022-03-10 17:15:00,PW,850,YLW,319,J,CA,143,0.7125913693236386
957,2022-03-10 17:50:00,DO,1045,YVR,32N,J,CA,180,0.324114934670672
958,2022-03-10 18:20:00,CN,556,CKE,AT7,J,US,68,0.6184664510899702
959,2022-03-10 18:40:00,UK,1314,YXX,319,J,CA,131,0.6227464077582334
960,2022-03-10 18:20:00,DO,699,YCD,32N,J,CA,180,0.3388380822274266
961,2022-03-10 19:15:00,IA,878,DEN,E90,J,US,100,0.6928229564308994
962,2022-03-10 18:45:00,DO,976,YYJ,32N,J,CA,180,0.29552164984308577
963,2022-03-10 19:10:00,DO,990,YXC,32N,J,CA,180,0.27916998556998507
964,2022-03-10 19:05:00,DO,906,CKE,AT7,J,US,70,0.32605827864984394
965,2022-03-10 19:35:00,VJ,669,YHZ,319,J,CA,144,0.6241965445480301
966,2022-03-10 20:10:00,EM,546,GBR,223,J,US,145,0.4682157382115391
967,2022-03-10 19:20:00,DO,683,DEN,32N,J,US,180,0.2742987944761169
968,2022-03-10 20:30:00,ZT,571,KEF,75W,J,IS,183,0.5568155876356863
969,2022-03-10 19:45:00,NI,2312,CLR,DH4,J,US,76,0.5142685472616159
970,2022-03-10 20:20:00,CL,702,DFW,73H,J,US,189,0.685900235455244
971,2022-03-10 19:50:00,BJ,3582,ZSW,32A,J,CA,180,0.46193309461072196
972,2022-03-10 20:05:00,CL,1496,ICL,73H,J,US,189,0.680830791184822
973,2022-03-10 20:45:00,DO,907,CKE,32N,J,US,180,0.1809827419964821
974,2022-03-10 21:25:00,DO,1125,OFF,32N,J,US,180,0.19531045408492198
975,2022-03-10 21:25:00,DO,1456,AUM,32N,J,US,180,0.1946015873015871
976,2022-03-10 21:50:00,DO,747,YJO,CR9,J,CA,90,0.21340074555074515
977,2022-03-10 21:50:00,MD,2574,ZTM,320,J,CA,180,0.6460312808191188
978,2022-03-10 22:20:00,LJ,1162,YWG,320,J,CA,186,0.6296021943386235
979,2022-03-10 22:15:00,LW,672,MCE,32Q,C,US,221,0.5096988600933055
980,2022-03-10 22:35:00,CL,2961,YQU,73H,J,CA,189,0.5973549141664103
981,2022-03-10 22:50:00,DO,976,YYJ,32N,J,CA,180,0.09640185185185186
982,2022-03-10 23:00:00,DO,991,YXC,32N,J,CA,180,0.0852371833839919
983,2022-03-11 05:35:00,MC,751,YXH,319,J,CA,144,0.6368314938278331
984,2022-03-11 05:35:00,IA,874,DEN,73J,J,US,188,0.645959556661087
985,2022-03-11 06:15:00,PW,950,YLW,319,J,CA,143,0.7723873335391632
986,2022-03-11 07:30:00,SV,1743,BWI,73H,J,US,186,0.5785815910178568
987,2022-03-11 06:15:00,DO,901,CKE,AT7,J,US,70,0.2923819912927445
988,2022-03-11 07:50:00,ML,653,YKF,E95,J,CA,112,0.5688409437598713
989,2022-03-11 07:15:00,NV,1256,YCD,320,J,CA,180,0.5700291056871901
990,2022-03-11 07:35:00,SV,1564,YYJ,73H,J,CA,186,0.47591415771196294
991,2022-03-11 07:00:00,DO,634,YYJ,321,J,CA,200,0.23362324078227908
992,2022-03-11 07:05:00,CN,510,EST,AT4,J,US,46,0.5417545215410411
993,2022-03-11 07:45:00,DO,667,YYZ,32N,J,CA,180,0.3947332371332368
994,2022-03-11 08:05:00,CL,2961,YQU,73H,J,CA,189,0.6154880716224019
995,2022-03-11 08:45:00,DO,972,YYJ,32N,J,CA,180,0.26519829924104665
996,2022-03-11 07:55:00,DO,987,YXC,32N,J,CA,180,0.29212748562912405
997,2022-03-11 08:45:00,DO,750,YKF,32N,J,CA,180,0.33119160737091763
998,2022-03-11 08:30:00,DO,1123,OFF,CR9,J,US,90,0.2682713251003945
999,2022-03-11 08:15:00,CN,551,CKE,AT7,J,US,68,0.5237215851436582
1000,2022-03-11 08:05:00,NU,534,UTM,AT7,J,US,48,0.4728640712013111
1001,2022-03-11 07:35:00,DO,704,YQQ,CR9,J,CA,90,0.33572753727753746
1002,2022-03-11 08:15:00,CN,511,EST,AT7,J,US,72,0.5146454513336378
1003,2022-03-11 07:40:00,DO,1061,LAS,321,J,US,200,0.28210617711780217
1004,2022-03-11 07:45:00,DO,688,YLW,321,J,CA,200,0.2841272396703578
1005,2022-03-11 08:30:00,JZ,817,YHM,320,J,CA,174,0.6441660726372287
1006,2022-03-11 08:30:00,EM,544,GBR,223,J,US,145,0.4093996196702881
1007,2022-03-11 09:05:00,CL,1431,YBR,7M8,J,CA,197,0.6462536574130984
1008,2022-03-11 08:35:00,LJ,2394,YKA,319,J,CA,156,0.6365175681020205
1009,2022-03-11 08:50:00,CL,1497,ICL,7M8,J,US,197,0.7273608036472657
1010,2022-03-11 09:00:00,DO,972,YYJ,32N,J,CA,180,0.27926856138630884
1011,2022-03-11 08:35:00,IK,868,BKL,32B,C,US,212,0.874297809685277
1012,2022-03-11 10:10:00,LJ,1774,YLW,320,J,CA,186,0.723835476991182
1013,2022-03-11 09:15:00,KU,922,YZF,223,J,CA,145,0.6976045621814898
1014,2022-03-11 09:10:00,CL,1408,DAN,7M8,J,US,197,0.6568946039471503
1015,2022-03-11 10:30:00,PW,1083,YLW,223,J,CA,148,0.7456093217650321
1016,2022-03-11 09:50:00,IA,875,DEN,73H,J,US,186,0.6939876024181496
1017,2022-03-11 10:40:00,ML,654,YKF,E70,J,CA,76,0.6130724106014276
1018,2022-03-11 10:20:00,CL,2413,YWP,73H,J,CA,189,0.6639810941675259
1019,2022-03-11 10:20:00,SV,1600,YKA,73H,J,CA,186,0.5951917751940369
1020,2022-03-11 10:50:00,IR,1123,YFI,320,J,CA,180,0.7504667897255676
1021,2022-03-11 11:20:00,DO,1051,HDE,CR9,J,US,90,0.29126520246083
1022,2022-03-11 11:35:00,CL,1849,YXU,73H,J,CA,189,0.7961179895244467
1023,2022-03-11 12:10:00,GQ,1094,CYT,32Q,J,US,190,0.6625816110930441
1024,2022-03-11 11:55:00,CN,552,CKE,AT7,J,US,68,0.5952112018030982
1025,2022-03-11 11:40:00,DO,986,YXC,32N,J,CA,180,0.3273464201579826
1026,2022-03-11 11:55:00,DO,764,AIY,321,J,US,200,0.44584918431570797
1027,2022-03-11 12:55:00,DO,915,KWT,AT7,J,US,70,0.18366869058139065
1028,2022-03-11 12:45:00,IA,876,DEN,73W,J,US,142,0.7502478332866342
1029,2022-03-11 12:30:00,VW,771,YYZ,320,J,CA,180,0.6812891255640207
1030,2022-03-11 12:45:00,DO,810,BOW,359,J,US,300,0.23784369714832432
1031,2022-03-11 12:10:00,DO,682,DEN,32N,J,US,180,0.2718595799262465
1032,2022-03-11 12:45:00,DO,1415,DAB,CR9,J,US,90,0.14749345335973238
1033,2022-03-11 13:10:00,DO,827,WGO,359,J,US,300,0.22231767163742694
1034,2022-03-11 12:20:00,MC,753,YXH,32N,J,CA,174,0.6880758581197285
1035,2022-03-11 13:10:00,DO,974,YYJ,32N,J,CA,180,0.31334356888632847
1036,2022-03-11 12:25:00,ZT,568,KEF,76W,J,IS,262,0.5676617426113353
1037,2022-03-11 13:40:00,UK,1313,YXX,319,J,CA,131,0.6825842905719206
1038,2022-03-11 14:20:00,DO,753,HFD,32N,J,US,180,0.2729082284347418
1039,2022-03-11 14:00:00,ZL,1743,DFW,321,J,US,200,0.6514528522732677
1040,2022-03-11 13:25:00,DO,1456,AUM,32N,J,US,180,0.3369017758721572
1041,2022-03-11 13:30:00,DO,1040,ZSW,CR9,J,CA,90,0.27733796212400885
1042,2022-03-11 14:15:00,CN,514,EST,AT7,J,US,72,0.5963148501349501
1043,2022-03-11 14:10:00,SV,1529,CKE,73H,J,US,186,0.6171093076844836
1044,2022-03-11 14:40:00,FP,550,DXB,77W,J,AE,428,0.546229038058541
1045,2022-03-11 14:35:00,JP,501,YYW,AT7,J,CA,72,0.5809763823047961
1046,2022-03-11 15:15:00,FZ,2488,YWQ,73H,J,CA,189,0.6084386821456221
1047,2022-03-11 14:20:00,GQ,3125,ASE,73H,J,US,189,0.6448623024044972
1048,2022-03-11 15:35:00,WT,753,CAI,32N,J,EG,142,0.6934523134967314
1049,2022-03-11 14:40:00,SV,1680,DEN,73H,J,US,186,0.5991449120219653
1050,2022-03-11 15:05:00,PU,858,ASE,738,J,US,189,0.7411736445849546
1051,2022-03-11 15:15:00,DO,974,YYJ,32N,J,CA,180,0.31005321334023556
1052,2022-03-11 14:50:00,NU,535,UTM,AT7,J,US,48,0.5574256923712834
1053,2022-03-11 15:50:00,DO,1016,DEN,32N,J,US,180,0.3224739506910727
1054,2022-03-11 15:40:00,ZY,813,YXC,73H,J,CA,186,0.4805106106274032
1055,2022-03-11 15:55:00,DO,814,ORD,333,J,US,262,0.22310062818074494
1056,2022-03-11 15:40:00,SV,1724,YXU,73H,J,CA,186,0.6611997665782158
1057,2022-03-11 17:10:00,CL,566,YPE,73H,J,CA,189,0.6707028527078281
1058,2022-03-11 17:00:00,SV,1530,CKE,73H,J,US,186,0.657650000305902
1059,2022-03-11 16:30:00,DO,709,ZSW,32N,J,CA,180,0.33822109344814283
1060,2022-03-11 17:35:00,DO,680,YWG,32N,J,CA,180,0.2918638007054676
1061,2022-03-11 16:55:00,DO,919,KWT,CR9,J,US,90,0.30288315526820375
1062,2022-03-11 16:30:00,LJ,884,SCM,319,J,US,156,0.711567266896692
1063,2022-03-11 16:55:00,DO,969,YYJ,32N,J,CA,180,0.320729258414754
1064,2022-03-11 17:40:00,DO,705,YQQ,32N,J,CA,180,0.32832348642553594
1065,2022-03-11 16:55:00,DO,717,YLL,CR9,J,CA,90,0.2942281465448132
1066,2022-03-11 17:55:00,GQ,1095,CYT,32Q,J,US,190,0.6400134765846721
1067,2022-03-11 17:40:00,SV,1672,YEG,73H,J,CA,186,0.606055264284091
1068,2022-03-11 18:25:00,NU,536,UTM,AT7,J,US,48,0.615569343463354
1069,2022-03-11 17:25:00,PW,850,YLW,319,J,CA,143,0.7446266173859833
1070,2022-03-11 18:10:00,DO,1045,YVR,32N,J,CA,180,0.29898393418967134
1071,2022-03-11 18:40:00,CN,556,CKE,AT7,J,US,68,0.6556540508111455
1072,2022-03-11 18:30:00,PU,2336,UGB,738,J,US,189,0.7622669257380766
1073,2022-03-11 18:00:00,DO,686,YLW,321,J,CA,200,0.25903908524023156
1074,2022-03-11 18:50:00,DO,1002,YYZ,32N,J,CA,180,0.4277915474022032
1075,2022-03-11 18:25:00,SV,1579,YXC,73H,J,CA,186,0.4738763284622857
1076,2022-03-11 19:15:00,DO,976,YYJ,32N,J,CA,180,0.28234098803373553
1077,2022-03-11 18:25:00,SV,1712,YLW,73H,J,CA,186,0.6097723133129492
1078,2022-03-11 18:50:00,RS,839,YXC,73H,J,CA,189,0.46184104993416286
1079,2022-03-11 19:45:00,LJ,1385,LAS,320,J,US,186,0.6523822553890002
1080,2022-03-11 18:45:00,DO,1057,YKA,CR9,J,CA,90,0.3375828441456099
1081,2022-03-11 19:45:00,LJ,1975,SFO,320,J,US,186,0.7437140704418428
1082,2022-03-11 20:40:00,EM,546,GBR,223,J,US,145,0.5241283122877605
1083,2022-03-11 20:00:00,SV,1532,CKE,73H,J,US,186,0.5739060598786668
1084,2022-03-11 20:40:00,ZT,571,KEF,75W,J,IS,183,0.5968221319506184
1085,2022-03-11 20:05:00,LJ,3154,DEN,320,J,US,186,0.6365308683682305
1086,2022-03-11 20:20:00,NI,2312,CLR,DH4,J,US,76,0.5916743155209174
1087,2022-03-11 21:00:00,ZY,2191,YXU,73H,J,CA,186,0.6492706133305712
1088,2022-03-11 21:25:00,DO,709,ZSW,CR9,J,CA,90,0.2615007962093066
1089,2022-03-11 21:30:00,LJ,990,YQQ,320,J,CA,186,0.5929645456854741
1090,2022-03-11 20:15:00,DO,1125,OFF,32N,J,US,180,0.19134416454310066
1091,2022-03-11 20:55:00,DO,747,YJO,CR9,J,CA,90,0.2456492472854175
1092,2022-03-11 21:40:00,LJ,2396,YKA,319,J,CA,156,0.6505972852350119
1093,2022-03-11 21:05:00,CL,1496,ICL,7M8,J,US,197,0.7447263374891091
1094,2022-03-11 21:25:00,CL,701,YBR,7M8,J,CA,197,0.7614380140397232
1095,2022-03-11 22:25:00,PL,3779,YWG,73H,J,CA,189,0.6601747413444838
1096,2022-03-11 22:05:00,DO,976,YYJ,32N,J,CA,180,0.10116375661375655
1097,2022-03-11 22:05:00,DO,991,YXC,32N,J,CA,180,0.08711919396600247
1098,2022-03-12 06:15:00,MC,751,YXH,32N,J,CA,174,0.6734111942066475
1099,2022-03-12 06:20:00,SV,1706,MOD,73H,J,US,186,0.5557425204021815
1100,2022-03-12 05:25:00,DO,2567,YXU,32N,J,CA,180,0.6349814814814821
1101,2022-03-12 06:40:00,PW,950,YLW,319,J,CA,143,0.7662092079666841
1102,2022-03-12 06:45:00,SV,1704,HUS,73H,J,US,186,0.5732308868054695
1103,2022-03-12 07:25:00,NV,1256,YCD,320,J,CA,180,0.607784263322626
1104,2022-03-12 07:25:00,SV,1730,RNH,73H,J,US,186,0.5894064346655441
1105,2022-03-12 07:30:00,CN,704,DMO,320,C,US,180,0.7242507484585972
1106,2022-03-12 07:30:00,DO,695,YXJ,32N,J,CA,180,0.5837498316498319
1107,2022-03-12 08:10:00,DO,700,YZF,CR9,J,CA,88,0.3960363988724457
1108,2022-03-12 08:50:00,DO,1043,ZSW,32N,J,CA,180,0.3159394744803384
1109,2022-03-12 08:45:00,DO,1047,YLL,CR9,J,CA,90,0.23633823191030018
1110,2022-03-12 07:45:00,DO,1375,YAD,32N,J,CA,180,0.46234716170289925
1111,2022-03-12 08:40:00,DO,1069,YHM,CR9,J,CA,90,0.2854119933340616
1112,2022-03-12 08:20:00,DO,1454,AUM,32N,J,US,180,0.4542830206830204
1113,2022-03-12 08:10:00,DO,704,YQQ,321,J,CA,200,0.3423641286876416
1114,2022-03-12 08:15:00,PO,605,YAD,73H,C,CA,189,0.8372675233079067
1115,2022-03-12 09:10:00,DO,679,YQR,32N,J,CA,180,0.3022314253647588
1116,2022-03-12 08:45:00,DO,688,YLW,321,J,CA,200,0.3201708296398187
1117,2022-03-12 08:40:00,DO,1397,FBY,320,J,US,168,0.47980823033606534
1118,2022-03-12 09:00:00,EM,544,GBR,223,J,US,145,0.4390999283449961
1119,2022-03-12 09:10:00,TN,554,DOH,788,J,QA,254,0.5090345117064934
1120,2022-03-12 08:05:00,RT,690,UGB,7M8,J,US,189,0.7059625145578464
1121,2022-03-12 09:10:00,LJ,2394,YKA,320,J,CA,186,0.6008807300410228
1122,2022-03-12 09:35:00,LJ,1774,YLW,320,J,CA,186,0.7417775388861542
1123,2022-03-12 09:00:00,PW,1083,YLW,223,J,CA,148,0.7640643270529522
1124,2022-03-12 10:10:00,LJ,1384,LAS,320,J,US,180,0.6662511070199195
1125,2022-03-12 09:15:00,IA,875,DEN,73J,J,US,188,0.6890123046435466
1126,2022-03-12 10:20:00,DO,2915,AMN,32N,C,US,180,0.7358281642174651
1127,2022-03-12 09:40:00,CL,1391,YYF,73H,J,CA,189,0.6466780397153999
1128,2022-03-12 10:05:00,VW,771,YYZ,32A,J,CA,180,0.7076895879825175
1129,2022-03-12 09:40:00,DO,1373,AMN,321,J,US,200,0.4193372868668252
1130,2022-03-12 10:30:00,PU,857,ASE,738,J,US,189,0.7465021368234744
1131,2022-03-12 10:50:00,DO,1057,YKA,AT7,J,CA,70,0.28422271217749906
1132,2022-03-12 11:05:00,BT,660,NPA,DH4,J,US,76,0.5855839542468974
1133,2022-03-12 11:00:00,PJ,588,JFK,DH4,J,US,78,0.5817056202841113
1134,2022-03-12 10:55:00,CN,552,CKE,AT7,J,US,72,0.6090867577256078
1135,2022-03-12 12:15:00,AY,2837,MCE,320,C,US,174,0.6679686799094688
1136,2022-03-12 10:55:00,DO,973,YYJ,32N,J,CA,180,0.32077702165883787
1137,2022-03-12 12:05:00,DO,904,CKE,AT7,J,US,70,0.3957990344077571
1138,2022-03-12 12:10:00,DO,3071,RNH,321,C,US,200,0.649880944640473
1139,2022-03-12 11:45:00,IA,876,DEN,73H,J,US,186,0.7047245465646232
1140,2022-03-12 11:45:00,SV,1730,RNH,73H,J,US,186,0.6131963355494756
1141,2022-03-12 12:00:00,IR,1138,YXU,320,J,CA,180,0.7854135000456595
1142,2022-03-12 13:25:00,DO,811,CPH,359,J,DK,300,0.2620070687907681
1143,2022-03-12 12:35:00,DO,682,DEN,CR9,J,US,90,0.2760871524398654
1144,2022-03-12 13:00:00,DO,1460,YKK,CR9,J,CA,90,0.3603340786976446
1145,2022-03-12 13:10:00,IR,1244,BKL,320,J,US,180,0.6840385330359238
1146,2022-03-12 13:10:00,ZT,568,KEF,76W,J,IS,262,0.5687686693284105
1147,2022-03-12 14:15:00,DO,985,YXC,32N,J,CA,180,0.3068850989620409
1148,2022-03-12 13:50:00,CL,2961,YQU,73H,J,CA,189,0.6320513374811209
1149,2022-03-12 14:40:00,DO,716,YLL,AT7,J,CA,70,0.14774719817219778
1150,2022-03-12 13:20:00,DO,1040,ZSW,CR9,J,CA,90,0.2826361098778942
1151,2022-03-12 13:55:00,CN,552,CKE,AT7,J,US,72,0.6262705205196296
1152,2022-03-12 14:30:00,DO,905,CKE,CR9,J,US,90,0.37167240160526305
1153,2022-03-12 14:35:00,DO,705,YQQ,321,J,CA,200,0.3564516958924785
1154,2022-03-12 14:35:00,SV,1698,AMN,73H,J,US,186,0.6073455529098059
1155,2022-03-12 14:25:00,DO,919,KWT,AT7,J,US,70,0.23064602393749803
1156,2022-03-12 15:20:00,KU,923,YZF,320,J,CA,180,0.6394385286307492
1157,2022-03-12 15:45:00,PU,858,ASE,738,J,US,189,0.7441036455281224
1158,2022-03-12 15:45:00,PW,1117,YLW,319,J,CA,143,0.7910038522203334
1159,2022-03-12 15:25:00,DO,974,YYJ,32N,J,CA,180,0.3318510083495528
1160,2022-03-12 14:40:00,DO,986,YXC,32N,J,CA,180,0.3068850989620409
1161,2022-03-12 16:05:00,MD,2043,BXS,320,J,US,180,0.6918897130250028
1162,2022-03-12 16:10:00,DO,1441,MOD,321,J,US,200,0.3774002169681635
1163,2022-03-12 14:50:00,TN,553,DOH,788,J,QA,254,0.5316344798866208
1164,2022-03-12 15:05:00,GQ,3125,ASE,738,J,US,189,0.652899805828766
1165,2022-03-12 15:25:00,DO,1425,YOW,32N,J,CA,180,0.4130253002310373
1166,2022-03-12 16:45:00,DO,1385,YXX,32N,J,CA,180,0.389862553718291
1167,2022-03-12 15:10:00,SV,1721,PHX,73H,J,US,186,0.6114830993424735
1168,2022-03-12 15:30:00,CL,3040,FTL,73H,J,US,189,0.6161451293634566
1169,2022-03-12 16:50:00,PU,1090,BKT,738,J,US,189,0.7911583461199104
1170,2022-03-12 16:05:00,DO,1457,AUM,CR9,J,US,90,0.32156782106782045
1171,2022-03-12 17:40:00,CL,711,YQR,73H,J,CA,189,0.7261308148672243
1172,2022-03-12 16:55:00,CN,555,CKE,AT4,J,US,46,0.6756673840578207
1173,2022-03-12 17:15:00,DO,1037,YQQ,CR9,J,CA,90,0.32505116321753913
1174,2022-03-12 17:50:00,DO,636,YYJ,CR9,J,CA,90,0.3116035837469337
1175,2022-03-12 18:15:00,IR,1139,PHX,320,J,US,180,0.6894935193954533
1176,2022-03-12 18:05:00,GQ,1095,CYT,7M9,J,US,169,0.6330608116507797
1177,2022-03-12 17:20:00,PW,850,YLW,319,J,CA,143,0.7355112473204967
1178,2022-03-12 17:25:00,CN,558,CKE,AT7,J,US,72,0.6734144482903055
1179,2022-03-12 18:00:00,IR,1123,YFI,320,J,CA,180,0.74386141392251
1180,2022-03-12 18:25:00,SV,1692,YQQ,73H,J,CA,186,0.5657652473956827
1181,2022-03-12 18:50:00,JZ,820,YHM,320,J,CA,174,0.6651605581110819
1182,2022-03-12 19:50:00,ZY,816,YXC,73H,J,CA,186,0.538945453334544
1183,2022-03-12 20:40:00,AY,653,YYG,320,J,CA,174,0.6301165733815441
1184,2022-03-12 20:45:00,ZT,571,KEF,75W,J,IS,183,0.617097925349393
1185,2022-03-12 20:10:00,DO,1125,OFF,32N,J,US,180,0.1924240346729709
1186,2022-03-12 20:55:00,DO,1456,AUM,32N,J,US,180,0.27312365754812534
1187,2022-03-12 23:10:00,CL,2961,YQU,320,J,CA,180,0.6098334085048889
1188,2022-03-13 06:00:00,DO,2567,YXU,32N,J,CA,180,0.6189151515151514
1189,2022-03-13 05:10:00,IA,874,DEN,73J,J,US,188,0.6536254644165856
1190,2022-03-13 06:55:00,UK,777,YVR,320,J,CA,159,0.690814800894413
1191,2022-03-13 06:40:00,SV,1683,YBR,73H,J,CA,186,0.5757322668519016
1192,2022-03-13 06:55:00,CL,3040,FTL,73H,J,US,189,0.575804072906861
1193,2022-03-13 06:45:00,NH,602,MSP,320,J,US,174,0.6235219416636819
1194,2022-03-13 07:55:00,DO,698,KEF,32N,J,IS,180,0.36028227513227545
1195,2022-03-13 07:55:00,DO,1437,PHX,32N,J,US,180,0.5500115680615681
1196,2022-03-13 07:25:00,SV,1688,DAN,73H,J,US,186,0.5652241287076594
1197,2022-03-13 08:00:00,DO,972,YYJ,32N,J,CA,180,0.2809852997321926
1198,2022-03-13 08:10:00,DO,1043,ZSW,32N,J,CA,180,0.32303473478972083
1199,2022-03-13 08:00:00,DO,1047,YLL,CR9,J,CA,90,0.24394970377177203
