ScheduleTime,Airline,FlightNumber,Destination,AircraftType,FlightType,Sector,SeatCapacity,LoadFactor
2021-07-03 12:15:00,DO,763,AIY,CR9,J,US,90,0.833333333333333
2021-07-03 13:15:00,DO,810,BOW,359,J,US,300,0.13
2021-07-03 12:15:00,DO,904,CKE,AT7,J,US,70,0.585714285714285
2021-07-03 12:50:00,DO,1391,LEE,319,J,US,150,0.86
2021-07-03 13:00:00,ZY,1706,MOD,73H,J,US,189,0.783068783068783
2021-07-03 14:00:00,CL,635,MQI,73H,J,US,189,0.989417989417989
2021-07-03 14:50:00,ZT,568,KEF,76W,J,IS,261,0.827586206896551
2021-07-03 15:10:00,MD,2043,BXS,32A,J,US,180,1.02777777777777
2021-07-03 14:35:00,CL,1497,ICL,73H,J,US,189,0.947089947089947
2021-07-03 14:45:00,KU,923,YZF,223,J,CA,145,0.806896551724137
2021-07-03 15:40:00,DO,729,LAS,32N,J,US,180,0.738888888888888
2021-07-03 15:10:00,CN,555,CKE,AT7,J,US,72,0.930555555555555
2021-07-03 15:05:00,IR,2768,JRD,319,J,US,144,0.840277777777777
2021-07-03 16:20:00,DO,695,YXU,32N,J,CA,180,0.933333333333333
2021-07-03 16:15:00,FP,550,DXB,77W,J,AE,360,0.711111111111111
2021-07-03 16:15:00,WT,753,CAI,32N,J,EG,146,0.732876712328767
2021-07-03 16:35:00,DO,1437,PHX,32N,J,US,180,0.655555555555555
2021-07-03 16:35:00,DO,1362,YXJ,319,J,CA,150,0.826666666666666
2021-07-03 15:55:00,TN,553,DOH,359,J,QA,283,0.62190812720848
2021-07-03 16:05:00,AY,2874,BXK,32N,C,US,174,0.816091954022988
2021-07-03 16:20:00,DO,763,JFN,CR9,J,US,90,0.877777777777777
2021-07-03 16:20:00,DO,3096,CKX,32N,C,US,180,0.994444444444444
2021-07-03 16:40:00,DO,1397,FBY,CR9,J,US,90,0.777777777777777
2021-07-03 16:50:00,IA,877,DEN,73H,J,US,186,0.82258064516129
2021-07-03 18:20:00,IK,882,ASH,32B,C,US,212,0.995283018867924
2021-07-03 17:40:00,CN,516,EST,AT4,J,US,48,0.895833333333333
2021-07-03 18:30:00,DO,1431,AIY,319,J,US,150,0.54
2021-07-03 18:10:00,ZY,1748,DUF,73H,J,US,189,0.767195767195767
2021-07-03 18:10:00,DO,905,CKE,AT7,J,US,70,0.4
2021-07-03 19:10:00,SQ,551,MJQ,73W,J,US,150,0.953333333333333
2021-07-03 18:40:00,CL,1849,YXU,73H,J,CA,189,0.973544973544973
2021-07-03 20:00:00,IA,878,DEN,E90,J,US,100,0.33
2021-07-03 20:25:00,ZY,1625,YOW,73H,J,CA,189,0.91005291005291
2021-07-03 19:45:00,KU,924,YZF,221,J,CA,125,0.384
2021-07-03 20:40:00,PW,850,YLW,E90,J,CA,100,0.95
2021-07-03 20:45:00,MD,2574,ZTM,32A,J,CA,186,0.849462365591397
2021-07-03 22:10:00,GQ,3160,BKT,73H,J,US,189,0.809523809523809
2021-07-03 21:30:00,DO,636,YYJ,319,J,CA,150,0.206666666666666
2021-07-03 22:15:00,DO,1458,AUM,CR9,J,US,90,0.0888888888888888
2021-07-04 02:40:00,PU,2880,MGI,73H,J,US,189,0.968253968253968
2021-07-04 06:15:00,DO,695,YXU,32N,J,CA,180,0.888888888888888
2021-07-04 06:00:00,DO,1437,YXJ,32N,J,CA,180,0.944444444444444
2021-07-04 06:45:00,DO,3080,TDW,32N,C,US,180,1.00555555555555
2021-07-04 05:55:00,AY,650,YYG,320,J,CA,174,0.442528735632183
2021-07-04 05:55:00,DO,3090,YQG,32N,C,CA,180,0.994444444444444
2021-07-04 05:45:00,DO,3067,LOZ,32N,C,US,180,0.977777777777777
2021-07-04 07:30:00,UK,777,YVR,32A,J,CA,168,0.898809523809523
2021-07-04 07:15:00,DO,765,AIY,CR9,J,US,90,0.944444444444444
2021-07-04 06:30:00,IK,888,HUL,32B,C,US,212,0.943396226415094
2021-07-04 07:45:00,PO,589,TKE,73H,C,US,189,0.767195767195767
2021-07-04 06:50:00,CL,2961,YQU,73H,J,CA,189,0.645502645502645
2021-07-04 07:55:00,DO,1350,DEN,CR9,J,US,90,0.311111111111111
2021-07-04 08:00:00,DO,644,YXE,CR9,J,CA,90,0.0444444444444444
2021-07-04 08:40:00,DO,698,KEF,319,J,IS,150,0.26
2021-07-04 07:45:00,DO,1043,ZSW,CR9,J,CA,90,0.477777777777777
2021-07-04 07:25:00,ZY,1606,GBR,73H,J,US,189,0.465608465608465
2021-07-04 08:40:00,DO,760,YPP,319,J,CA,150,0.886666666666666
2021-07-04 07:45:00,DO,1047,YLL,AT7,J,CA,70,0.157142857142857
2021-07-04 09:40:00,IK,890,HUL,333,C,US,396,0.962121212121212
2021-07-04 09:30:00,CN,550,CKE,AT7,J,US,72,0.444444444444444
2021-07-04 10:30:00,PU,2402,UGB,320,J,US,180,0.988888888888888
2021-07-04 09:25:00,ZY,1683,YBR,73H,J,CA,189,0.82010582010582
2021-07-04 10:20:00,DO,915,KWT,AT7,J,US,70,0.257142857142857
2021-07-04 10:05:00,DO,750,YKF,CR9,J,CA,90,0.377777777777777
2021-07-04 10:25:00,ZY,2190,YXU,73H,J,CA,189,0.92063492063492
2021-07-04 11:50:00,UK,775,YVR,32A,J,CA,168,0.916666666666666
2021-07-04 11:30:00,IA,876,DEN,73H,J,US,186,0.967741935483871
2021-07-04 12:15:00,DO,986,YXC,32N,J,CA,180,0.2
2021-07-04 12:30:00,DO,1057,YKA,AT7,J,CA,70,0.657142857142857
2021-07-04 12:35:00,DO,973,YYJ,319,J,CA,150,0.573333333333333
2021-07-04 11:15:00,DO,686,YLW,CR9,J,CA,90,0.322222222222222
2021-07-04 12:00:00,JZ,822,YHM,E90,J,CA,100,0.79
2021-07-04 11:40:00,CN,512,EST,AT7,J,US,72,0.888888888888888
2021-07-04 12:45:00,AY,651,YYG,320,J,CA,174,0.833333333333333
2021-07-04 11:45:00,DO,803,EWR,359,J,US,300,0.196666666666666
2021-07-04 12:40:00,GQ,3125,ASE,73H,J,US,189,0.984126984126984
2021-07-04 12:30:00,PU,857,ASE,32Q,J,US,185,1.17297297297297
2021-07-04 13:05:00,DO,904,CKE,AT7,J,US,70,0.685714285714285
2021-07-04 14:15:00,CL,711,YQR,73H,J,CA,189,0.687830687830687
2021-07-04 14:25:00,VW,771,YYZ,320,J,CA,180,0.627777777777777
2021-07-04 13:30:00,CN,514,EST,AT7,J,US,72,0.75
2021-07-04 13:40:00,DO,1461,YKK,CR9,J,CA,90,0.288888888888888
2021-07-04 13:35:00,CN,554,CKE,AT7,J,US,68,0.63235294117647
2021-07-04 13:55:00,DO,1415,DAB,CR9,J,US,90,0.366666666666666
2021-07-04 13:50:00,ZT,568,KEF,76W,J,IS,261,0.819923371647509
2021-07-04 14:25:00,GM,817,YXN,359,J,CA,321,0.0560747663551401
2021-07-04 14:05:00,ZY,1693,YHZ,73H,J,CA,189,0.65079365079365
2021-07-04 15:20:00,DO,753,HFD,CR9,J,US,90,0.377777777777777
2021-07-04 14:55:00,CL,635,MQI,73H,J,US,189,0.962962962962962
2021-07-04 15:35:00,DO,1439,ASH,32N,J,US,180,0.833333333333333
2021-07-04 14:20:00,AY,2878,ASH,32N,C,US,174,0.586206896551724
2021-07-04 15:40:00,ZY,1569,YYJ,73H,J,CA,189,0.671957671957672
2021-07-04 15:55:00,ZY,1724,YXU,73H,J,CA,189,0.968253968253968
2021-07-04 15:40:00,DO,974,YYJ,32N,J,CA,180,0.355555555555555
2021-07-04 15:35:00,DO,1031,YCD,CR9,J,CA,90,0.444444444444444
2021-07-04 16:10:00,FP,550,DXB,77W,J,AE,428,0.675233644859813
2021-07-04 15:45:00,WT,753,CAI,32N,J,EG,146,0.780821917808219
2021-07-04 16:40:00,DO,730,BWI,32N,J,US,180,0.6
2021-07-04 16:00:00,CN,515,EST,AT7,J,US,72,0.694444444444444
2021-07-04 15:40:00,TN,553,DOH,788,J,QA,254,0.692913385826771
2021-07-04 16:20:00,DO,1425,YOW,319,J,CA,150,0.686666666666666
2021-07-04 16:45:00,CN,556,CKE,AT7,J,US,68,0.558823529411764
2021-07-04 16:25:00,DO,729,LAS,319,J,US,150,0.753333333333333
2021-07-04 17:10:00,DO,1457,AUM,CR9,J,US,90,0.511111111111111
2021-07-04 18:50:00,DO,703,YZF,CR9,J,CA,90,0.233333333333333
2021-07-04 18:10:00,CN,516,EST,AT7,J,US,72,0.819444444444444
2021-07-04 19:05:00,DO,1007,EKO,CR9,J,US,90,0.111111111111111
2021-07-04 19:00:00,ZY,1744,BWI,73H,J,US,189,0.846560846560846
2021-07-04 17:55:00,UK,777,YVR,321,J,CA,200,0.675
2021-07-04 17:50:00,CN,556,CKE,320,J,US,180,0.694444444444444
2021-07-04 18:05:00,ZY,1715,AIY,73H,J,US,189,0.957671957671957
2021-07-04 19:15:00,CL,1849,YXU,73H,J,CA,189,0.989417989417989
2021-07-04 18:50:00,NU,541,UTM,AT7,J,US,64,0.6875
2021-07-04 18:55:00,JZ,820,YHM,AT7,J,CA,74,0.837837837837837
2021-07-04 19:25:00,IA,878,DEN,73H,J,US,186,0.731182795698924
2021-07-04 19:45:00,CN,517,EST,AT4,J,US,48,0.708333333333333
2021-07-04 19:05:00,EM,546,GBR,223,J,US,145,0.593103448275862
2021-07-04 18:55:00,KN,1519,DFW,32A,J,US,150,0.646666666666666
2021-07-04 19:30:00,ML,654,YKF,E70,J,CA,76,0.894736842105263
2021-07-04 19:20:00,KU,924,YZF,320,J,CA,180,0.688888888888888
2021-07-04 21:05:00,OF,575,OTH,32Q,J,US,160,1.03125
2021-07-04 20:20:00,LJ,1776,YLW,32A,J,CA,186,0.720430107526881
2021-07-04 20:35:00,LJ,884,SCM,320,J,US,186,0.5
2021-07-04 21:05:00,ZY,1617,ASH,73H,J,US,189,0.783068783068783
2021-07-04 21:40:00,LJ,3140,DEN,319,J,US,156,0.583333333333333
2021-07-04 20:45:00,IR,1124,YFI,32A,J,CA,186,0.865591397849462
2021-07-04 20:55:00,ZY,1530,CKE,73H,J,US,189,0.433862433862433
2021-07-04 22:45:00,CL,701,YBR,73H,J,CA,189,0.888888888888888
2021-07-04 22:50:00,DO,1126,OFF,CR9,J,US,90,0.2
2021-07-04 22:20:00,DO,976,YYJ,32N,J,CA,180,0.05
2021-07-04 22:20:00,DO,908,CKE,AT7,J,US,70,0.1
2021-07-05 06:15:00,DO,695,YXJ,32N,J,CA,180,1.01111111111111
2021-07-05 06:40:00,ZY,1723,YXU,73H,J,CA,189,0.894179894179894
2021-07-05 06:05:00,DO,3068,YUD,32N,C,CA,180,0.961111111111111
2021-07-05 06:45:00,DO,764,AIY,32N,J,US,180,0.933333333333333
2021-07-05 05:35:00,PW,950,YLW,318,J,CA,131,0.816793893129771
2021-07-05 07:10:00,UK,777,YVR,32A,J,CA,168,0.857142857142857
2021-07-05 06:30:00,PO,613,CKX,73H,C,US,189,0.962962962962962
2021-07-05 06:55:00,ML,653,YKF,E75,J,CA,82,0.865853658536585
2021-07-05 07:55:00,AY,650,YYG,32N,J,CA,174,0.706896551724137
2021-07-05 07:35:00,DO,634,YYJ,32N,J,CA,180,0.0833333333333333
2021-07-05 08:00:00,UK,1314,YXX,E95,J,CA,120,0.866666666666666
2021-07-05 07:05:00,DO,727,BWI,319,J,US,150,0.966666666666666
2021-07-05 07:10:00,DO,667,YYZ,32N,J,CA,180,0.383333333333333
2021-07-05 07:10:00,DO,972,YYJ,32N,J,CA,180,0.288888888888888
2021-07-05 07:20:00,DO,987,YXC,32N,J,CA,180,0.283333333333333
2021-07-05 08:55:00,ZY,1718,YFI,73H,J,CA,189,0.851851851851851
2021-07-05 07:45:00,IK,867,CKX,333,C,US,396,0.919191919191919
2021-07-05 08:05:00,DO,1350,DEN,CR9,J,US,90,0.288888888888888
2021-07-05 08:20:00,DO,1460,YKK,CR9,J,CA,90,0.0333333333333333
2021-07-05 08:45:00,AY,651,YYG,32N,J,CA,174,0.477011494252873
2021-07-05 09:10:00,DO,1061,LAS,319,J,US,150,0.8
2021-07-05 08:25:00,DO,679,YWG,CR9,J,CA,90,0.433333333333333
2021-07-05 08:00:00,DO,698,KEF,32N,J,IS,180,0.138888888888888
2021-07-05 09:00:00,EM,544,GBR,223,J,US,145,0.448275862068965
2021-07-05 08:15:00,CL,1497,ICL,73H,J,US,189,0.92063492063492
2021-07-05 09:20:00,LJ,1775,YLW,32A,J,CA,186,0.919354838709677
2021-07-05 09:25:00,BJ,3581,ZSW,32A,J,CA,162,0.487654320987654
2021-07-05 09:15:00,LJ,1384,LAS,319,J,US,156,0.942307692307692
2021-07-05 09:25:00,CN,512,EST,AT7,J,US,72,0.875
2021-07-05 09:45:00,ZY,1565,YYJ,73H,J,CA,189,0.428571428571428
2021-07-05 10:05:00,ML,654,YKF,E95,J,CA,112,0.6875
2021-07-05 10:05:00,DO,1461,YKK,CR9,J,CA,90,0.388888888888888
2021-07-05 11:15:00,CL,1866,YXU,73H,J,CA,189,0.952380952380952
2021-07-05 11:15:00,ZY,2290,PHX,73H,J,US,189,0.851851851851851
2021-07-05 11:55:00,PW,883,YLW,319,J,CA,143,0.832167832167832
2021-07-05 11:55:00,DO,915,KWT,AT7,J,US,70,0.0714285714285714
2021-07-05 11:05:00,GQ,1094,CYT,73H,J,US,189,0.619047619047619
2021-07-05 11:10:00,DO,973,YYJ,32N,J,CA,180,0.683333333333333
2021-07-05 12:05:00,DO,1444,END,319,J,US,150,0.56
2021-07-05 12:00:00,AY,651,YYG,320,J,CA,174,0.839080459770114
2021-07-05 13:10:00,DO,803,EWR,359,J,US,300,0.176666666666666
2021-07-05 12:00:00,GQ,3125,ASE,73H,J,US,189,0.952380952380952
2021-07-05 13:45:00,PU,857,ASE,73H,J,US,189,0.968253968253968
2021-07-05 13:30:00,DO,1124,OFF,CR9,J,US,90,0.577777777777777
2021-07-05 12:30:00,LJ,988,YQQ,320,J,CA,186,0.747311827956989
2021-07-05 12:50:00,ZY,1600,YKA,73H,J,CA,189,0.835978835978835
2021-07-05 13:25:00,CL,2961,YQU,73H,J,CA,189,0.507936507936507
2021-07-05 13:30:00,DO,1439,ASH,32N,J,US,180,0.783333333333333
2021-07-05 13:50:00,DO,904,CKE,AT7,J,US,70,0.185714285714285
2021-07-05 14:35:00,ZT,568,KEF,75W,J,IS,183,0.972677595628415
2021-07-05 14:15:00,ZT,569,KEF,75W,J,IS,184,0.902173913043478
2021-07-05 15:10:00,UK,776,YVR,32A,J,CA,168,0.744047619047619
2021-07-05 15:50:00,DO,1028,YFI,32N,J,CA,180,0.783333333333333
2021-07-05 14:50:00,DO,974,YYJ,319,J,CA,150,0.253333333333333
2021-07-05 15:05:00,KN,1519,DFW,32N,J,US,186,0.596774193548387
2021-07-05 16:00:00,DO,986,YXC,32N,J,CA,180,0.355555555555555
2021-07-05 15:40:00,DO,1397,FBY,319,J,US,150,0.886666666666666
2021-07-05 14:55:00,FP,550,DXB,77W,J,AE,428,0.829439252336448
2021-07-05 15:00:00,PU,858,ASE,73H,J,US,189,0.904761904761904
2021-07-05 15:15:00,CL,635,MQI,73H,J,US,189,0.904761904761904
2021-07-05 16:00:00,CN,515,EST,AT7,J,US,72,0.805555555555555
2021-07-05 15:40:00,DO,1425,YOW,32N,J,CA,180,0.511111111111111
2021-07-05 16:00:00,GQ,3161,BKT,73H,J,US,165,1.11515151515151
2021-07-05 16:10:00,ZY,1531,CKE,73H,J,US,189,0.402116402116402
2021-07-05 17:20:00,OK,751,YOW,321,J,CA,200,0.87
2021-07-05 17:00:00,ZY,1579,YXC,73H,J,CA,189,0.46031746031746
2021-07-05 16:30:00,DO,763,AIY,32N,J,US,180,0.772222222222222
2021-07-05 18:05:00,CL,2819,KPK,73H,J,US,189,0.804232804232804
2021-07-05 16:40:00,DO,1457,AUM,CR9,J,US,90,0.555555555555555
2021-07-05 17:00:00,CL,1849,YXU,73H,J,CA,189,0.947089947089947
2021-07-05 17:40:00,CL,1408,DAN,73H,J,US,189,0.873015873015873
2021-07-05 18:10:00,DO,703,YZF,CR9,J,CA,90,0.333333333333333
2021-07-05 18:05:00,PO,625,CKX,73H,C,US,189,0.962962962962962
2021-07-05 18:30:00,CN,516,EST,AT7,J,US,72,0.527777777777777
2021-07-05 19:10:00,GQ,1095,CYT,32Q,J,US,185,0.724324324324324
2021-07-05 18:50:00,CN,556,CKE,AT4,J,US,48,0.6875
2021-07-05 19:50:00,IA,878,DEN,E90,J,US,100,0.49
2021-07-05 19:35:00,ZY,1712,YLW,73H,J,CA,189,0.788359788359788
2021-07-05 19:45:00,DO,1059,YKA,CR9,J,CA,90,0.4
2021-07-05 20:15:00,SQ,551,MJQ,73H,J,US,189,0.825396825396825
2021-07-05 19:55:00,KU,924,YZF,221,J,CA,125,0.392
2021-07-05 21:15:00,PW,850,YLW,319,J,CA,143,0.867132867132867
2021-07-05 21:30:00,ZY,1618,ASH,73H,J,US,189,0.703703703703703
2021-07-05 21:50:00,ZY,2191,YXU,73H,J,CA,189,0.767195767195767
2021-07-05 21:30:00,MD,2024,CKX,320,J,US,180,0.9
2021-07-05 22:10:00,DO,658,YXC,73W,J,CA,141,0.304964539007092
2021-07-05 22:35:00,DO,1126,OFF,CR9,J,US,90,0.0666666666666666
2021-07-05 23:35:00,DO,976,YYJ,32N,J,CA,180,0.105555555555555
2021-07-06 05:35:00,DO,2979,YQG,32N,C,CA,180,1.03888888888888
2021-07-06 05:35:00,IA,874,DEN,73H,J,US,186,0.688172043010752
2021-07-06 05:30:00,DO,1437,YXJ,32N,J,CA,180,1.0
2021-07-06 05:40:00,DO,2567,YXU,32N,J,CA,180,0.733333333333333
2021-07-06 06:35:00,DO,1437,PHX,319,J,US,150,0.866666666666666
2021-07-06 06:15:00,DO,1439,ASH,32N,J,US,180,0.755555555555555
2021-07-06 06:00:00,UK,777,YVR,32N,J,CA,180,0.866666666666666
2021-07-06 07:45:00,IK,876,YGL,32B,C,CA,212,1.00943396226415
2021-07-06 06:55:00,ZY,1596,YTK,73H,J,CA,189,0.904761904761904
2021-07-06 06:55:00,DO,713,YVR,CR9,J,CA,90,0.755555555555555
2021-07-06 06:45:00,DO,634,YYJ,32N,J,CA,180,0.227777777777777
2021-07-06 07:10:00,ZY,1527,CKE,73H,J,US,189,0.275132275132275
2021-07-06 07:20:00,IK,874,YAD,32B,C,CA,212,0.919811320754716
2021-07-06 08:50:00,DO,972,YYJ,319,J,CA,150,0.186666666666666
2021-07-06 08:45:00,DO,987,YXC,32N,J,CA,180,0.183333333333333
2021-07-06 08:10:00,DO,1454,AUM,CR9,J,US,90,0.177777777777777
2021-07-06 08:20:00,DO,1350,DEN,CR9,J,US,90,0.377777777777777
2021-07-06 08:20:00,PO,609,YXJ,73H,C,CA,189,0.968253968253968
2021-07-06 08:10:00,DO,698,KEF,319,J,IS,150,0.186666666666666
2021-07-06 09:30:00,EM,544,GBR,223,J,US,145,0.606896551724137
2021-07-06 10:25:00,QU,633,YPJ,319,J,CA,144,0.798611111111111
2021-07-06 09:25:00,CL,2961,YQU,73H,J,CA,189,0.359788359788359
2021-07-06 10:35:00,CN,512,EST,AT7,J,US,72,0.513888888888888
2021-07-06 10:00:00,VD,760,FNK,332,J,US,278,0.74820143884892
2021-07-06 09:40:00,ZY,1616,ASH,73H,J,US,189,0.888888888888888
2021-07-06 11:15:00,ML,654,YKF,E95,J,CA,112,0.678571428571428
2021-07-06 10:25:00,CL,1849,YXU,73H,J,CA,189,0.947089947089947
2021-07-06 10:40:00,LW,614,MSD,32Q,C,US,221,0.891402714932126
2021-07-06 11:20:00,DO,1092,YYG,32N,J,CA,180,0.444444444444444
2021-07-06 10:35:00,UK,775,YVR,32A,J,CA,168,0.94047619047619
2021-07-06 11:05:00,ZY,2190,YXU,73H,J,CA,189,0.915343915343915
2021-07-06 11:30:00,IA,876,DEN,73H,J,US,186,0.795698924731182
2021-07-06 12:30:00,GQ,1094,CYT,32Q,J,US,185,0.767567567567567
2021-07-06 12:10:00,GQ,3166,BKT,73H,J,US,165,1.13333333333333
2021-07-06 11:15:00,NV,1252,YCD,319,J,CA,141,0.666666666666666
2021-07-06 12:10:00,JZ,822,YHM,AT7,J,CA,74,0.81081081081081
2021-07-06 12:30:00,DO,803,EWR,359,J,US,300,0.163333333333333
2021-07-06 13:45:00,PU,857,ASE,32A,J,US,180,0.944444444444444
2021-07-06 12:20:00,CL,942,LND,73H,J,US,189,0.936507936507936
2021-07-06 14:10:00,ZY,1743,BWI,73H,J,US,189,0.894179894179894
2021-07-06 12:55:00,VW,771,YYZ,32N,J,CA,180,0.783333333333333
2021-07-06 13:25:00,DO,904,CKE,AT7,J,US,70,0.2
2021-07-06 13:55:00,DO,1415,DAB,CR9,J,US,90,0.111111111111111
2021-07-06 14:50:00,IR,2768,JRD,319,J,US,144,0.618055555555555
2021-07-06 14:30:00,DO,1028,YFI,319,J,CA,150,0.7
2021-07-06 14:40:00,LJ,884,SCM,320,J,US,186,0.677419354838709
2021-07-06 16:15:00,KN,1519,DFW,32A,J,US,150,0.726666666666666
2021-07-06 16:10:00,DO,986,YXC,32N,J,CA,180,0.233333333333333
2021-07-06 14:55:00,DO,1362,YXJ,32N,J,CA,180,0.877777777777777
2021-07-06 15:55:00,PU,858,ASE,32Q,J,US,185,1.15675675675675
2021-07-06 16:30:00,ZY,1724,YXU,73H,J,CA,189,0.957671957671957
2021-07-06 16:00:00,CN,515,EST,AT7,J,US,72,0.805555555555555
2021-07-06 15:45:00,DO,1445,NQA,319,J,US,150,0.42
2021-07-06 17:15:00,DO,759,YOW,319,J,CA,150,0.68
2021-07-06 16:45:00,DO,905,CKE,AT7,J,US,70,0.428571428571428
2021-07-06 17:15:00,IA,877,DEN,73H,J,US,186,0.763440860215053
2021-07-06 17:20:00,DO,760,YPP,32N,J,CA,180,0.366666666666666
2021-07-06 17:10:00,DO,763,AIY,32N,J,US,180,0.827777777777777
2021-07-06 18:30:00,DO,709,ZSW,CR9,J,CA,90,0.511111111111111
2021-07-06 17:50:00,CN,516,EST,AT7,J,US,72,0.694444444444444
2021-07-06 18:20:00,GQ,1095,CYT,73H,J,US,189,0.613756613756613
2021-07-06 18:10:00,ZY,1715,AIY,73H,J,US,189,0.867724867724867
2021-07-06 18:50:00,JZ,820,YHM,AT7,J,CA,74,0.702702702702702
2021-07-06 19:00:00,IA,878,DEN,E7W,J,US,88,0.409090909090909
2021-07-06 18:45:00,DO,715,YLL,AT7,J,CA,70,0.114285714285714
2021-07-06 19:35:00,DO,832,PVG,359,J,CN,300,0.116666666666666
2021-07-06 20:05:00,KU,924,YZF,221,J,CA,125,0.576
2021-07-06 21:15:00,CL,1460,YXJ,320,J,CA,150,1.15333333333333
2021-07-06 20:55:00,MD,2574,ZTM,32A,J,CA,180,0.927777777777777
2021-07-06 21:25:00,DO,658,YXC,32N,J,CA,180,0.122222222222222
2021-07-06 22:50:00,DO,1126,OFF,CR9,J,US,90,0.0777777777777777
2021-07-06 22:30:00,DO,976,YYJ,32N,J,CA,180,0.0222222222222222
2021-07-07 05:10:00,RT,741,BKT,73H,J,US,189,1.04232804232804
2021-07-07 06:45:00,DO,2567,YXU,32N,J,CA,180,0.666666666666666
2021-07-07 05:20:00,ZY,1723,YXU,73H,J,CA,189,0.978835978835978
2021-07-07 05:55:00,ZY,1721,YXJ,73H,J,CA,189,0.878306878306878
2021-07-07 06:55:00,DO,3088,ALX,32N,C,US,180,0.994444444444444
2021-07-07 06:45:00,UK,777,YVR,32A,J,CA,168,0.928571428571428
2021-07-07 06:40:00,ML,653,YKF,E75,J,CA,82,0.853658536585365
2021-07-07 07:20:00,DO,763,JFN,319,J,US,150,0.653333333333333
2021-07-07 07:15:00,DO,634,YYJ,32N,J,CA,180,0.172222222222222
2021-07-07 06:30:00,LW,615,HUL,32Q,C,US,221,0.886877828054298
2021-07-07 07:35:00,UK,1314,YXX,E95,J,CA,120,0.941666666666666
2021-07-07 08:20:00,DO,727,BWI,319,J,US,150,0.94
2021-07-07 07:25:00,DO,667,YYZ,32N,J,CA,180,0.277777777777777
2021-07-07 07:25:00,DO,987,YXC,32N,J,CA,180,0.227777777777777
2021-07-07 07:40:00,DO,972,YYJ,319,J,CA,150,0.133333333333333
2021-07-07 08:45:00,DO,758,MXA,CR9,J,US,90,0.866666666666666
2021-07-07 08:10:00,DO,759,YOW,32N,J,CA,180,0.666666666666666
2021-07-07 08:10:00,PO,572,RNH,73H,C,US,189,0.968253968253968
2021-07-07 07:30:00,DO,644,YXE,AT7,J,CA,70,0.0142857142857142
2021-07-07 08:20:00,DO,688,YLW,CR9,J,CA,90,0.866666666666666
2021-07-07 08:40:00,CL,566,YPE,73H,J,CA,189,0.867724867724867
2021-07-07 10:05:00,IK,898,RNH,333,C,US,396,0.984848484848484
2021-07-07 08:45:00,DO,1445,RNH,32N,J,US,180,0.611111111111111
2021-07-07 08:50:00,CN,552,CKE,AT7,J,US,72,0.652777777777777
2021-07-07 09:00:00,NH,600,MSP,321,J,US,200,0.905
2021-07-07 10:05:00,ZY,1565,YYJ,73H,J,CA,189,0.291005291005291
2021-07-07 10:25:00,CL,1688,YPP,73H,J,CA,189,0.994708994708994
2021-07-07 10:50:00,CL,1849,YXU,73H,J,CA,189,0.957671957671957
2021-07-07 11:10:00,IR,1123,YFI,320,J,CA,180,1.01111111111111
2021-07-07 11:30:00,DO,1092,YYG,32N,J,CA,180,0.538888888888888
2021-07-07 10:30:00,BT,660,NPA,319,J,US,144,0.729166666666666
2021-07-07 11:05:00,DO,915,KWT,AT7,J,US,70,0.0714285714285714
2021-07-07 11:05:00,GQ,1094,CYT,73H,J,US,189,0.656084656084656
2021-07-07 11:15:00,CL,3040,FTL,73H,J,US,189,0.841269841269841
2021-07-07 11:25:00,NV,1252,YCD,319,J,CA,141,0.858156028368794
2021-07-07 12:35:00,JZ,822,YHM,E90,J,CA,100,0.88
2021-07-07 13:10:00,SH,617,SIN,359,J,SG,253,0.0948616600790513
2021-07-07 11:50:00,EM,565,PTL,223,J,US,145,0.282758620689655
2021-07-07 12:55:00,DO,1080,YJO,CR9,J,CA,90,0.311111111111111
2021-07-07 12:50:00,MC,752,YXH,32N,J,CA,174,0.60919540229885
2021-07-07 12:30:00,DO,1124,OFF,CR9,J,US,90,0.322222222222222
2021-07-07 13:20:00,ZY,1529,CKE,73H,J,US,189,0.576719576719576
2021-07-07 13:45:00,VW,771,YYZ,32A,J,CA,180,0.666666666666666
2021-07-07 13:35:00,DO,904,CKE,AT7,J,US,70,0.185714285714285
2021-07-07 14:40:00,DO,1415,DAB,CR9,J,US,90,0.111111111111111
2021-07-07 15:00:00,GM,817,YXN,359,J,CA,321,0.0155763239875389
2021-07-07 14:05:00,ZY,1724,YXU,73H,J,CA,189,0.941798941798941
2021-07-07 14:45:00,CL,711,YQR,73H,J,CA,189,0.634920634920634
2021-07-07 14:50:00,DO,1028,YFI,319,J,CA,150,0.926666666666666
2021-07-07 15:30:00,KN,1519,DFW,32N,J,US,186,0.747311827956989
2021-07-07 14:50:00,ZY,813,YXC,73H,J,CA,186,0.46774193548387
2021-07-07 14:45:00,DO,1391,LEE,319,J,US,150,0.9
2021-07-07 15:40:00,PU,858,ASE,32N,J,US,186,0.854838709677419
2021-07-07 16:35:00,SQ,551,MJQ,7M8,J,US,189,0.888888888888888
2021-07-07 16:25:00,DO,814,ORD,359,J,US,300,0.12
2021-07-07 17:15:00,DO,1362,YXJ,32N,J,CA,180,0.622222222222222
2021-07-07 15:55:00,DO,905,CKE,AT7,J,US,70,0.4
2021-07-07 16:25:00,DO,924,KWT,AT7,J,US,70,0.1
2021-07-07 17:40:00,IA,877,DEN,73H,J,US,186,0.833333333333333
